1	-36.367354	-36.367354	9.756946	9.756946	32.021515	32.021515
2	-37.789280	-37.078317	9.728486	9.742716	32.122352	32.071934
3	-44.517567	-39.558067	9.638197	9.707877	31.800107	31.981325
4	-36.039648	-38.678462	9.666904	9.697633	31.807219	31.937798
5	-34.962421	-37.935254	9.644654	9.687037	31.855342	31.921307
6	-33.376265	-37.175422	9.696080	9.688545	31.908258	31.919132
7	-32.822995	-36.553647	9.741074	9.696049	32.176239	31.955862
8	-33.275953	-36.143935	9.751077	9.702927	32.349879	32.005114
9	-33.055525	-35.800779	9.763736	9.709684	32.442021	32.053659
10	-33.129233	-35.533624	9.778924	9.716608	32.466739	32.094967
11	-32.921491	-35.296157	9.800586	9.724242	32.520608	32.133662
12	-33.265173	-35.126909	9.831332	9.733166	32.581507	32.170982
13	-34.899076	-35.109383	9.836292	9.741099	32.599615	32.203954
14	-34.776551	-35.085609	9.853298	9.749113	32.508818	32.225730
15	-33.943612	-35.009476	9.825712	9.754220	32.325398	32.232375
16	-34.120155	-34.953894	9.812003	9.757831	32.479814	32.247840
17	-33.922672	-34.893234	9.793571	9.759934	32.464189	32.260566
18	-33.778756	-34.831318	9.759890	9.759931	32.425730	32.269742
19	-33.507740	-34.761656	9.741315	9.758951	32.386334	32.275878
20	-33.050633	-34.676105	9.710782	9.756543	32.166740	32.270421
21	-33.392597	-34.614986	9.706676	9.754168	32.007902	32.257920
22	-34.319416	-34.601551	9.708271	9.752082	32.027610	32.247452
23	-33.468758	-34.552299	9.713296	9.750396	32.054243	32.239051
24	-32.990371	-34.487218	9.733178	9.749678	32.168598	32.236116
25	-33.203903	-34.435886	9.770090	9.750495	32.443839	32.244425
26	-33.332552	-34.393450	9.779068	9.751594	32.601185	32.258146
27	-33.787326	-34.371001	9.732164	9.750874	32.484869	32.266543
28	-34.908914	-34.390212	9.734546	9.750291	32.604382	32.278609
29	-35.710459	-34.435738	9.692123	9.748285	32.400471	32.282811
30	-34.230144	-34.428885	9.720365	9.747355	32.393895	32.286514
31	-35.093832	-34.450335	9.704541	9.745973	32.459605	32.292098
32	-34.008603	-34.436530	9.697238	9.744450	32.619903	32.302341
33	-33.684410	-34.413739	9.700393	9.743115	32.755250	32.316066
34	-32.990401	-34.371876	9.692036	9.741613	32.741091	32.328567
35	-32.920208	-34.330400	9.662866	9.739363	32.700002	32.339179
36	-33.262048	-34.300723	9.659365	9.737141	32.855905	32.353533
37	-33.194991	-34.270839	9.669764	9.735320	32.919348	32.368825
38	-33.368801	-34.247101	9.651585	9.733116	32.738594	32.378556
39	-33.322672	-34.223398	9.635668	9.730618	32.642195	32.385316
40	-33.158153	-34.196766	9.638343	9.728311	32.540016	32.389183
41	-33.430573	-34.178079	9.628900	9.725886	32.496360	32.391797
42	-33.235878	-34.155645	9.625053	9.723485	32.461835	32.393465
43	-33.515902	-34.140768	9.635216	9.721433	32.525824	32.396543
44	-33.578787	-34.127995	9.640462	9.719592	32.525598	32.399476
45	-34.147192	-34.128422	9.660770	9.718285	32.507662	32.401880
46	-35.020965	-34.147825	9.676922	9.717386	32.616393	32.406544
47	-35.628404	-34.179327	9.666945	9.716313	32.777782	32.414442
48	-33.644913	-34.168193	9.724017	9.716473	32.897317	32.424502
49	-33.700114	-34.158641	9.744452	9.717044	32.832360	32.432826
50	-33.500583	-34.145479	9.754541	9.717794	32.630029	32.436770
51	-33.171778	-34.126387	9.770505	9.718828	32.415317	32.436349
52	-33.404725	-34.112509	9.826022	9.720889	32.590593	32.439315
53	-33.335744	-34.097853	9.839873	9.723134	32.717066	32.444556
54	-33.741852	-34.091261	9.840727	9.725312	32.605317	32.447533
55	-34.301530	-34.095084	9.826678	9.727155	32.376573	32.446243
56	-34.014845	-34.093651	9.809617	9.728627	32.275630	32.443196
57	-33.582240	-34.084679	9.805781	9.729981	32.324468	32.441113
58	-33.629640	-34.076833	9.777144	9.730794	32.288811	32.438487
59	-33.545112	-34.067821	9.760710	9.731301	32.330311	32.436654
60	-32.888995	-34.048174	9.761076	9.731797	32.357237	32.435330
61	-32.777666	-34.027346	9.739715	9.731927	32.360854	32.434109
62	-32.918668	-34.009464	9.743417	9.732113	32.264730	32.431377
63	-33.584624	-34.002720	9.743416	9.732292	32.310097	32.429452
64	-33.305049	-33.991819	9.750279	9.732573	32.460634	32.429939
65	-33.571243	-33.985349	9.708479	9.732202	32.453047	32.430295
66	-33.667114	-33.980527	9.711260	9.731885	32.705644	32.434467
67	-34.708987	-33.991400	9.652302	9.730697	32.544226	32.436105
68	-35.048358	-34.006943	9.608553	9.728901	32.249781	32.433365
69	-34.193818	-34.009652	9.591445	9.726909	32.353025	32.432201
70	-34.434522	-34.015721	9.600930	9.725109	32.359134	32.431157
71	-35.210926	-34.032555	9.608134	9.723462	32.059950	32.425929
72	-34.177435	-34.034567	9.640045	9.722303	32.018716	32.420273
73	-33.664658	-34.029500	9.682409	9.721757	32.125828	32.416239
74	-34.469815	-34.035450	9.707230	9.721560	32.159872	32.412775
75	-35.499319	-34.054968	9.714325	9.721464	32.127963	32.408977
76	-38.182718	-34.109281	9.776926	9.722194	32.202734	32.406264
77	-37.342766	-34.151274	9.784175	9.722999	32.280485	32.404630
78	-37.369177	-34.192529	9.823157	9.724283	32.470371	32.405473
79	-35.031527	-34.203150	9.851654	9.725895	32.611370	32.408079
80	-34.441362	-34.206127	9.845162	9.727386	32.635109	32.410917
81	-33.600770	-34.198654	9.821523	9.728548	32.556148	32.412710
82	-33.304640	-34.187751	9.835061	9.729847	32.684127	32.416020
83	-34.830542	-34.195496	9.821316	9.730949	32.630424	32.418603
84	-35.360812	-34.209368	9.771372	9.731430	32.421198	32.418634
85	-34.859590	-34.217018	9.732924	9.731448	32.379039	32.418168
86	-35.945479	-34.237116	9.728262	9.731411	32.441307	32.418438
87	-36.125718	-34.258825	9.730151	9.731396	32.626139	32.420825
88	-35.441782	-34.272267	9.677387	9.730782	32.422893	32.420848
89	-34.287187	-34.272435	9.693545	9.730364	32.339325	32.419932
90	-33.578333	-34.264723	9.679392	9.729798	32.146631	32.416896
91	-33.256974	-34.253648	9.682273	9.729275	32.115845	32.413587
92	-33.700869	-34.247640	9.711741	9.729085	32.243830	32.411742
93	-33.829620	-34.243145	9.718411	9.728970	32.351315	32.411093
94	-34.242200	-34.243135	9.737005	9.729056	32.310008	32.410017
95	-34.455743	-34.245373	9.725191	9.729015	31.999225	32.405693
96	-34.773479	-34.250874	9.743466	9.729165	31.938565	32.400827
97	-35.106120	-34.259691	9.750350	9.729384	31.878544	32.395443
98	-34.718954	-34.264377	9.782155	9.729922	31.975987	32.391163
99	-36.883642	-34.290835	9.760481	9.730231	31.821225	32.385406
100	-36.659345	-34.314520	9.788646	9.730815	32.085272	32.382404
