1	-5.341061	-5.341061	6.489332	6.489332
2	-5.368265	-5.354663	6.468399	6.478866
3	-5.349379	-5.352902	6.511736	6.489823
4	-5.353742	-5.353112	6.504863	6.493583
5	-5.358678	-5.354225	6.511607	6.497188
6	-5.365877	-5.356167	6.505095	6.498506
7	-5.351523	-5.355503	6.512876	6.500558
8	-5.354951	-5.355434	6.490137	6.499256
9	-5.347995	-5.354608	6.532461	6.502945
10	-5.341647	-5.353312	6.508736	6.503524
11	-5.352498	-5.353238	6.533995	6.506294
12	-5.328664	-5.351190	6.499247	6.505707
13	-5.355542	-5.351525	6.482959	6.503957
14	-5.367112	-5.352638	6.486452	6.502707
15	-5.355657	-5.352839	6.488135	6.501735
16	-5.336900	-5.351843	6.522659	6.503043
17	-5.349464	-5.351703	6.520854	6.504091
18	-5.349001	-5.351553	6.488156	6.503206
19	-5.356592	-5.351818	6.486664	6.502335
20	-5.365127	-5.352484	6.481737	6.501305
21	-5.351087	-5.352417	6.512395	6.501833
22	-5.352184	-5.352407	6.516644	6.502506
23	-5.379095	-5.353567	6.491099	6.502010
24	-5.336959	-5.352875	6.528009	6.503094
25	-5.336453	-5.352218	6.511300	6.503422
26	-5.359893	-5.352513	6.507018	6.503560
27	-5.352305	-5.352506	6.505291	6.503624
28	-5.345501	-5.352255	6.501044	6.503532
29	-5.357538	-5.352438	6.483971	6.502858
30	-5.357495	-5.352606	6.527737	6.503687
31	-5.336950	-5.352101	6.508079	6.503829
32	-5.358611	-5.352305	6.519498	6.504318
33	-5.350593	-5.352253	6.533897	6.505215
34	-5.351779	-5.352239	6.486622	6.504668
35	-5.352267	-5.352240	6.501382	6.504574
36	-5.343210	-5.351989	6.530933	6.505306
37	-5.321873	-5.351175	6.512534	6.505501
38	-5.362883	-5.351483	6.496194	6.505257
39	-5.333262	-5.351016	6.520307	6.505642
40	-5.352126	-5.351043	6.498502	6.505464
41	-5.359822	-5.351258	6.483190	6.504921
42	-5.332748	-5.350817	6.516291	6.505191
43	-5.352229	-5.350850	6.503782	6.505159
44	-5.336638	-5.350527	6.502523	6.505099
45	-5.338819	-5.350267	6.510671	6.505223
46	-5.354164	-5.350351	6.511326	6.505355
