5.957860	1.214217	0.369315	8.461204	3.699302	4.362077
1.529486	2.925410	2.422742	4.971429	7.174596	8.744919
2.265883	4.785071	7.691003	3.701134	6.249416	4.496056
3.935179	3.262056	3.088857	4.716891	1.427711	6.557370
1.785060	5.140889	4.297743	8.665176	8.765291	3.722861
6.627422	4.647296	0.938548	6.083935	4.203479	2.071004
7.802948	4.228968	8.679531	4.869760	2.996860	5.231269
3.800897	7.852994	7.232723	4.688982	8.270474	2.174073
1.523367	6.179844	6.374555	6.370718	0.010256	7.451277
7.613863	3.752645	4.984575	4.738936	4.509456	3.037626
