26.930667	0.176809	4.100000	3.500000
16.615844	0.119198	4.100000	3.750000
10.118896	0.085379	4.100000	4.000000
5.709739	0.067572	4.100000	4.250000
2.904318	0.049303	4.100000	4.500000
0.803601	0.035283	4.100000	4.750000
-0.596372	0.025290	4.100000	5.000000
-1.599822	0.022454	4.100000	5.250000
-2.289140	0.016864	4.100000	5.500000
-2.822877	0.014204	4.100000	5.750000
9.570723	0.093258	4.300000	3.500000
3.964722	0.063153	4.300000	3.750000
0.574257	0.045579	4.300000	4.000000
-1.445517	0.027559	4.300000	4.250000
-2.786332	0.019710	4.300000	4.500000
-3.677754	0.014997	4.300000	4.750000
-4.173937	0.010027	4.300000	5.000000
-4.497673	0.007598	4.300000	5.250000
-4.637738	0.005640	4.300000	5.500000
-4.688022	0.006037	4.300000	5.750000
0.942937	0.050167	4.500000	3.500000
-1.809363	0.032045	4.500000	3.750000
-3.386492	0.019997	4.500000	4.000000
-4.288433	0.011751	4.500000	4.250000
-4.738044	0.006875	4.500000	4.500000
-4.943628	0.004140	4.500000	4.750000
-4.993312	0.003007	4.500000	5.000000
-4.919351	0.004580	4.500000	5.250000
-4.777737	0.006066	4.500000	5.500000
-4.607042	0.006790	4.500000	5.750000
-2.927621	0.024504	4.700000	3.500000
-4.144346	0.015154	4.700000	3.750000
-4.749851	0.007137	4.700000	4.000000
-4.950457	0.003046	4.700000	4.250000
-4.923016	0.002772	4.700000	4.500000
-4.785051	0.004212	4.700000	4.750000
-4.567313	0.005969	4.700000	5.000000
-4.309506	0.007210	4.700000	5.250000
-4.029858	0.007473	4.700000	5.500000
-3.732836	0.008167	4.700000	5.750000
-4.351748	0.012621	4.900000	3.500000
-4.752243	0.005345	4.900000	3.750000
-4.777859	0.002997	4.900000	4.000000
-4.600632	0.003894	4.900000	4.250000
-4.328809	0.005374	4.900000	4.500000
-4.016375	0.006094	4.900000	4.750000
-3.682032	0.007154	4.900000	5.000000
-3.314166	0.008883	4.900000	5.250000
-2.967943	0.009143	4.900000	5.500000
-2.606892	0.009378	4.900000	5.750000
