-33.450703	85.430036	-32.409108	80.304400	-36.878834	84.080422
110.238727	-54.438596	105.042619	-56.958015	105.490221	-50.492965
-8.263374	123.943062	-9.362519	117.781442	-3.791869	118.536153
-376.655022	3.238878	-373.569948	-2.089874	-380.952767	-4.622632
-225.674193	44.093353	-226.929187	38.805989	-219.374255	40.349918
71.764420	285.925635	73.059576	292.517369	67.913820	291.288149
227.738696	-208.601019	222.413715	-207.779228	218.570969	-203.829857
-336.653001	-218.788864	-335.838634	-228.097845	-337.565229	-223.525987
42.855856	-165.880130	38.942799	-167.796516	44.245113	-172.036091
130.552987	-53.564398	125.377565	-55.382138	125.482242	-49.155467
38.910188	173.587669	44.849847	174.499861	41.850942	178.610060
39.059561	116.750434	38.769390	110.598536	34.170425	114.246850
74.946677	19.668226	78.349903	23.696656	79.521848	18.063421
-96.800842	-78.003888	-91.663851	-80.271493	-94.975388	-83.358027
-19.730551	198.965352	-13.735248	201.949013	-13.604038	195.861984
218.006647	47.182903	211.422294	46.354376	214.760751	52.342099
32.383246	-94.649276	35.225982	-88.904716	34.857742	-84.622980
-10.180427	-64.726929	-16.634067	-71.510831	-7.115892	-69.073208
141.471893	119.978483	146.767990	122.867875	140.829199	126.931537
-31.094170	138.430094	-25.124115	137.090688	-30.387324	142.855164
-132.953421	-196.310997	-137.273429	-191.576226	-131.510146	-186.870248
-0.595050	-51.578540	-7.480284	-53.521033	-4.984185	-56.535748
74.899281	-84.024223	72.776105	-79.432298	79.195660	-77.117708
-307.119476	80.599956	-309.769586	85.946314	-315.050227	83.339178
-107.781317	133.081148	-110.028047	128.355828	-113.777084	131.408453
118.706839	90.019135	123.937315	92.512316	122.700730	87.102759
-114.621084	-40.998711	-114.140571	-34.091273	-108.197627	-37.127442
-207.717362	127.739428	-209.366708	132.906248	-213.294492	129.005191
58.725738	31.507998	54.501081	34.558942	54.369602	27.846742
-19.663335	-96.908096	-14.844664	-95.411294	-11.591850	-98.718494
-17.868457	-71.492939	-16.349287	-77.569675	-11.819541	-72.627488
176.950742	-67.964809	176.742750	-75.148671	181.691795	-71.400375
172.971800	91.281994	179.576328	90.857623	177.400660	94.806028
