1	-5.413722	-5.413722	6.563186	6.563186
2	-5.367249	-5.390485	6.540530	6.551858
3	-5.251413	-5.344128	6.471707	6.525141
4	-5.401964	-5.358587	6.509981	6.521351
5	-5.345319	-5.355933	6.488873	6.514855
6	-5.309809	-5.348246	6.586011	6.526714
7	-5.410315	-5.357113	6.479435	6.519960
8	-5.366650	-5.358305	6.489258	6.516123
9	-5.387872	-5.361590	6.497147	6.514014
10	-5.376941	-5.363125	6.518096	6.514422
11	-5.342674	-5.361266	6.492664	6.512444
12	-5.288303	-5.355186	6.487889	6.510398
13	-5.370565	-5.356369	6.527811	6.511737
14	-5.301962	-5.352483	6.617239	6.519273
15	-5.345038	-5.351986	6.535241	6.520338
16	-5.366356	-5.352885	6.539683	6.521547
17	-5.321667	-5.351048	6.535502	6.522368
18	-5.332373	-5.350011	6.508790	6.521613
19	-5.306665	-5.347729	6.502734	6.520620
20	-5.408874	-5.350787	6.425287	6.515853
21	-5.291420	-5.347960	6.550027	6.517480
22	-5.403791	-5.350497	6.488047	6.516143
23	-5.393689	-5.352375	6.499257	6.515408
24	-5.295714	-5.350014	6.501038	6.514810
25	-5.358370	-5.350349	6.552260	6.516308
26	-5.332737	-5.349671	6.499087	6.515645
27	-5.341969	-5.349386	6.503580	6.515198
28	-5.363476	-5.349889	6.504617	6.514821
29	-5.324561	-5.349016	6.531733	6.515404
30	-5.295923	-5.347246	6.545903	6.516420
31	-5.298776	-5.345682	6.536131	6.517056
32	-5.348075	-5.345757	6.490810	6.516236
33	-5.322195	-5.345043	6.548070	6.517201
34	-5.324731	-5.344446	6.560740	6.518481
35	-5.396454	-5.345932	6.462844	6.516892
36	-5.323719	-5.345315	6.487818	6.516084
37	-5.350861	-5.345465	6.494709	6.515506
38	-5.388868	-5.346607	6.449802	6.513777
39	-5.364878	-5.347075	6.520113	6.513940
40	-5.337500	-5.346836	6.543823	6.514687
41	-5.349855	-5.346910	6.481566	6.513879
42	-5.395635	-5.348070	6.540231	6.514506
43	-5.353428	-5.348194	6.529734	6.514861
44	-5.336511	-5.347929	6.521766	6.515017
45	-5.334407	-5.347628	6.512184	6.514955
46	-5.347277	-5.347621	6.493196	6.514482
47	-5.326323	-5.347168	6.478621	6.513719
48	-5.336817	-5.346952	6.435024	6.512079
49	-5.295269	-5.345897	6.551909	6.512892
50	-5.377032	-5.346520	6.486748	6.512369
51	-5.349721	-5.346583	6.528027	6.512676
52	-5.358399	-5.346810	6.530387	6.513017
53	-5.322309	-5.346348	6.468915	6.512185
54	-5.361672	-5.346631	6.495463	6.511875
55	-5.389768	-5.347416	6.471867	6.511147
56	-5.330443	-5.347113	6.544408	6.511741
57	-5.370845	-5.347529	6.419081	6.510116
58	-5.350648	-5.347583	6.459312	6.509240
59	-5.402035	-5.348506	6.510235	6.509257
60	-5.383663	-5.349092	6.483881	6.508834
61	-5.383002	-5.349648	6.518236	6.508988
62	-5.325579	-5.349259	6.509495	6.508996
63	-5.313544	-5.348692	6.499184	6.508840
64	-5.391652	-5.349364	6.467206	6.508190
65	-5.360653	-5.349537	6.468516	6.507579
66	-5.359577	-5.349689	6.559623	6.508368
67	-5.405567	-5.350523	6.475254	6.507874
68	-5.384771	-5.351027	6.482929	6.507507
69	-5.287085	-5.350100	6.514102	6.507602
70	-5.368705	-5.350366	6.522762	6.507819
71	-5.311124	-5.349813	6.522260	6.508022
72	-5.320100	-5.349401	6.615222	6.509511
73	-5.338474	-5.349251	6.483547	6.509156
74	-5.390722	-5.349812	6.495363	6.508969
75	-5.326833	-5.349505	6.569796	6.509780
76	-5.311133	-5.349000	6.560884	6.510453
77	-5.340705	-5.348893	6.510482	6.510453
78	-5.342040	-5.348805	6.511178	6.510462
79	-5.375451	-5.349142	6.547866	6.510936
80	-5.276808	-5.348238	6.569361	6.511666
81	-5.338096	-5.348113	6.475283	6.511217
82	-5.388022	-5.348599	6.500412	6.511085
83	-5.392990	-5.349134	6.504112	6.511001
84	-5.343779	-5.349070	6.487179	6.510718
85	-5.342803	-5.348997	6.459676	6.510117
86	-5.335671	-5.348842	6.531498	6.510366
87	-5.365451	-5.349033	6.519013	6.510465
88	-5.348329	-5.349025	6.522811	6.510605
89	-5.334579	-5.348862	6.511013	6.510610
90	-5.304185	-5.348366	6.474192	6.510205
91	-5.359026	-5.348483	6.540571	6.510539
92	-5.385325	-5.348883	6.499162	6.510415
93	-5.323945	-5.348615	6.488486	6.510180
94	-5.337324	-5.348495	6.504053	6.510114
95	-5.359822	-5.348614	6.492530	6.509929
96	-5.372029	-5.348858	6.488361	6.509705
97	-5.364886	-5.349024	6.475199	6.509349
98	-5.336629	-5.348897	6.511998	6.509376
99	-5.414644	-5.349561	6.475166	6.509030
100	-5.384710	-5.349913	6.480243	6.508742
