-5.213916	0.002592	4.550000	4.450000
-5.260332	0.002478	4.570000	4.450000
-5.294247	0.002390	4.590000	4.450000
-5.316705	0.002310	4.610000	4.450000
-5.325269	0.002374	4.630000	4.450000
-5.230716	0.002621	4.550000	4.470000
-5.275437	0.002359	4.570000	4.470000
-5.304413	0.002209	4.590000	4.470000
-5.319346	0.002387	4.610000	4.470000
-5.325977	0.002262	4.630000	4.470000
-5.248132	0.002759	4.550000	4.490000
-5.285088	0.002333	4.570000	4.490000
-5.309944	0.002557	4.590000	4.490000
-5.328498	0.002195	4.610000	4.490000
-5.328549	0.002007	4.630000	4.490000
-5.263178	0.002429	4.550000	4.510000
-5.297636	0.002340	4.570000	4.510000
-5.321784	0.002344	4.590000	4.510000
-5.330173	0.002104	4.610000	4.510000
-5.333224	0.002254	4.630000	4.510000
-5.272024	0.002360	4.550000	4.530000
-5.304384	0.002271	4.570000	4.530000
-5.322808	0.002249	4.590000	4.530000
-5.332690	0.002144	4.610000	4.530000
-5.331821	0.002000	4.630000	4.530000
