-5.105660	0.002845	4.460000	4.650000
-5.143303	0.002820	4.468500	4.650000
-5.176439	0.002662	4.477000	4.650000
-5.203476	0.002607	4.485500	4.650000
-5.229141	0.002338	4.494000	4.650000
-5.254049	0.002365	4.502500	4.650000
-5.270366	0.002539	4.511000	4.650000
-5.291341	0.002327	4.519500	4.650000
-5.302814	0.002459	4.528000	4.650000
-5.321170	0.002165	4.536500	4.650000
-5.327040	0.002075	4.545000	4.650000
-5.334932	0.002165	4.553500	4.650000
-5.338466	0.002222	4.562000	4.650000
-5.341241	0.002237	4.570500	4.650000
-5.348602	0.002262	4.579000	4.650000
-5.343055	0.002143	4.587500	4.650000
-5.348509	0.002367	4.596000	4.650000
-5.337874	0.002360	4.604500	4.650000
-5.333913	0.002265	4.613000	4.650000
-5.325062	0.002362	4.621500	4.650000
-5.163381	0.002498	4.460000	4.708333
-5.190899	0.002345	4.468500	4.708333
-5.223231	0.002500	4.477000	4.708333
-5.243920	0.002484	4.485500	4.708333
-5.271475	0.002440	4.494000	4.708333
-5.290842	0.002375	4.502500	4.708333
-5.295485	0.002118	4.511000	4.708333
-5.314901	0.002217	4.519500	4.708333
-5.326444	0.002269	4.528000	4.708333
-5.334820	0.002195	4.536500	4.708333
-5.345060	0.002082	4.545000	4.708333
-5.344083	0.002288	4.553500	4.708333
-5.344744	0.002110	4.562000	4.708333
-5.348710	0.002246	4.570500	4.708333
-5.344694	0.002176	4.579000	4.708333
-5.342563	0.002311	4.587500	4.708333
-5.335062	0.002228	4.596000	4.708333
-5.329905	0.002524	4.604500	4.708333
-5.320523	0.002571	4.613000	4.708333
-5.306712	0.002490	4.621500	4.708333
-5.215953	0.002413	4.460000	4.766667
-5.239240	0.002470	4.468500	4.766667
-5.260389	0.002398	4.477000	4.766667
-5.278564	0.002296	4.485500	4.766667
-5.300249	0.002185	4.494000	4.766667
-5.314703	0.002028	4.502500	4.766667
-5.324300	0.002273	4.511000	4.766667
-5.335911	0.002146	4.519500	4.766667
-5.340226	0.002235	4.528000	4.766667
-5.345833	0.002112	4.536500	4.766667
-5.352230	0.002266	4.545000	4.766667
-5.351220	0.002232	4.553500	4.766667
-5.342978	0.002311	4.562000	4.766667
-5.344809	0.002106	4.570500	4.766667
-5.341346	0.002404	4.579000	4.766667
-5.336497	0.002356	4.587500	4.766667
-5.323290	0.002424	4.596000	4.766667
-5.317804	0.002700	4.604500	4.766667
-5.300273	0.002514	4.613000	4.766667
-5.292560	0.002654	4.621500	4.766667
-5.251214	0.002146	4.460000	4.825000
-5.274592	0.002251	4.468500	4.825000
-5.291798	0.002230	4.477000	4.825000
-5.308936	0.002112	4.485500	4.825000
-5.320529	0.002203	4.494000	4.825000
-5.330135	0.002066	4.502500	4.825000
-5.337103	0.002162	4.511000	4.825000
-5.341673	0.002067	4.519500	4.825000
-5.348438	0.002377	4.528000	4.825000
-5.348708	0.002108	4.536500	4.825000
-5.352279	0.002239	4.545000	4.825000
-5.348808	0.002413	4.553500	4.825000
-5.346951	0.002504	4.562000	4.825000
-5.337555	0.002293	4.570500	4.825000
-5.330332	0.002460	4.579000	4.825000
-5.318957	0.002541	4.587500	4.825000
-5.308138	0.002654	4.596000	4.825000
-5.294112	0.002870	4.604500	4.825000
-5.282415	0.002689	4.613000	4.825000
-5.263923	0.002806	4.621500	4.825000
-5.282244	0.002407	4.460000	4.883333
-5.297409	0.002327	4.468500	4.883333
-5.315385	0.001991	4.477000	4.883333
-5.327806	0.002249	4.485500	4.883333
-5.333698	0.002118	4.494000	4.883333
-5.344535	0.002194	4.502500	4.883333
-5.344963	0.002279	4.511000	4.883333
-5.348432	0.002087	4.519500	4.883333
-5.347720	0.002327	4.528000	4.883333
-5.347549	0.002536	4.536500	4.883333
-5.341678	0.002282	4.545000	4.883333
-5.339196	0.002583	4.553500	4.883333
-5.329157	0.002693	4.562000	4.883333
-5.321227	0.002458	4.570500	4.883333
-5.311960	0.002754	4.579000	4.883333
-5.298608	0.002660	4.587500	4.883333
-5.281574	0.002648	4.596000	4.883333
-5.270629	0.002726	4.604500	4.883333
-5.251165	0.002979	4.613000	4.883333
-5.242638	0.002916	4.621500	4.883333
-5.299952	0.001989	4.460000	4.941667
-5.312666	0.002193	4.468500	4.941667
-5.324712	0.002200	4.477000	4.941667
-5.332840	0.002219	4.485500	4.941667
-5.341931	0.002373	4.494000	4.941667
-5.344307	0.002393	4.502500	4.941667
-5.340811	0.002283	4.511000	4.941667
-5.347104	0.002377	4.519500	4.941667
-5.348915	0.002371	4.528000	4.941667
-5.338972	0.002623	4.536500	4.941667
-5.333128	0.002605	4.545000	4.941667
-5.327422	0.002712	4.553500	4.941667
-5.313648	0.002659	4.562000	4.941667
-5.299979	0.002590	4.570500	4.941667
-5.287629	0.002830	4.579000	4.941667
-5.275088	0.002861	4.587500	4.941667
-5.254486	0.002843	4.596000	4.941667
-5.236800	0.003134	4.604500	4.941667
-5.217751	0.003083	4.613000	4.941667
-5.200640	0.003104	4.621500	4.941667
